,movie_id,original_language,status,title,genres,keywords,overview,cast,crew
1806,70436,en,Released,The Raven,"['Crime', 'Thriller', 'Mystery']","['poison', 'blackmail', 'maskedball', 'historicalfigure', 'buriedalive', 'serialkiller', 'deadline', 'edgarallanpoe', 'newspaperreview', 'baltimoremaryland', 'newspaperoffice', 'hardtimes', 'lifeimitatesart', 'pendulum']","A fictionalized account of the last days of Edgar Allan Poe's life, in which the poet is in pursuit of a serial killer whose murders mirror those in the writer's stories.","['John Cusack', 'Luke Evans', 'Alice Eve']",['James McTeigue']
1807,16784,en,Released,Welcome to Mooseport,['Comedy'],[],"A US president (Gene Hackman) who has retired after two terms in office returns to his hometown of Mooseport, Maine and decides to run for Mayor against another local candidate (Ray Romano).","['Ray Romano', 'Gene Hackman', 'Marcia Gay Harden']",['Donald Petrie']
1808,8011,en,Released,Highlander: The Final Dimension,"['Action', 'Fantasy', 'ScienceFiction']","['japan', 'newyork', 'scotland', 'morocco', 'goodandbad']","Starts off in the 15th century, with Connor McLeod (Christopher Lambert) training with another immortal swordsman, the Japanese sorcerer Nakano (Mako). When an evil immortal named Kane (Mario Van Peebles) kills the old wizard, the resulting battle leaves him buried in an underground cave. When Kane resurfaces in the 20th century to create havoc, it's up to McLeod to stop him.","['Christopher Lambert', 'Mario Van Peebles', 'Deborah Kara Unger']",['Andrew Morahan']
1809,31640,en,Released,Blood and Wine,"['Crime', 'Drama', 'Thriller']","['robbery', 'gun', 'fight', 'love', 'murder', 'heist', 'theft', 'diamond', 'neo-noir']","A man who has failed as a father and husband commits a heist to make money for his fledging business, but things become complicated when his wife interferes.","['Jack Nicholson', 'Stephen Dorff', 'Jennifer Lopez']",['Bob Rafelson']
1810,9092,en,Released,Snow White: A Tale of Terror,"['Fantasy', 'Horror']","['jealousy', 'toxication', 'castle', 'stepmother', 'fairy-talefigure', 'apple', 'middleages', 'mirror', 'nobility']","Based somewhat more authentically on the Grimm Brothers' story of a young woman who is unliked by her stepmother, the film includes the talking mirror, a poisoned apple, and some ruffian gold (not diamond) miners (and they aren't dwarfs or cute). It takes place at the time of the Crusades, and depicts the attitudes of the wealthy and the peasant classes toward one another.","['Sigourney Weaver', 'Sam Neill', 'Monica Keena']",['Michael Cohn']
1811,2779,en,Released,The Curse of the Jade Scorpion,"['Comedy', 'Crime', 'Mystery', 'Romance', 'Thriller']","['hypnosis', 'independentfilm']","CW Briggs is a veteran insurance investigator, with many successes. Betty Ann Fitzgerald is a new employee in the company he works for, with the task of reorganizing the office. They don't like each other - or at least that's what they think. During a night out with the rest of the office employees, they go to watch Voltan, a magician who secretly hypnotizes both of them.","['Dan Aykroyd', 'Helen Hunt', 'Woody Allen']",['Woody Allen']
1812,316002,en,Released,Accidental Love,"['Romance', 'Comedy']","['one-nightstand', 'romanticcomedy', 'accidentallove']","A small town waitress gets a nail accidentally lodged in her head causing unpredictable behavior that leads her to Washington, DC.  Sparks fly when she meets a clueless young senator who takes up her cause - but what happens when love interferes with what you stand for?","['Jake Gyllenhaal', 'Jessica Biel', 'James Marsden']",['David O. Russell']
1813,36355,en,Released,Flipper,"['Adventure', 'Family']","['dolphin', 'florida', 'floridakeys', 'summer']","Sandy Ricks is sent by his mom to Coral Key, a rustic island in the Florida keys, to spend the summer with his uncle Porter Ricks. Sandy dislikes everything about his new environment until a new friend comes into his life, a dolphin named Flipper, that brings uncle and nephew together and leads Sandy on the summer adventure of a lifetime.","['Elijah Wood', 'Paul Hogan', 'Jonathan Banks']",['Alan Shapiro']
1814,238615,en,Released,Self/less,"['ScienceFiction', 'Mystery', 'Thriller']","['lie', 'immortality', 'terminalillness', 'laboratory', 'cancer', 'doctor', 'body-swap', 'death', 'rich', 'falsememory', 'soultransference', 'richman', 'mindtransfer', 'hostbody', 'bodysnatching', 'eternal']",An extremely wealthy elderly man dying from cancer undergoes a radical medical procedure that transfers his consciousness to the body of a healthy young man but everything may not be as good as it seems when he starts to uncover the mystery of the body's origins and the secret organization that will kill to keep its secrets.,"['Ryan Reynolds', 'Ben Kingsley', 'Natalie Martinez']",['Tarsem Singh']
1815,1985,en,Released,The Constant Gardener,"['Drama', 'Mystery', 'Thriller']","['aids', 'diplomat', 'nairobi', 'politician', 'pharmaceuticalindustry', 'cancer', 'morgue', 'genocideinrwanda']","Justin Quayle is a low-level British diplomat who has always gone about his work very quietly, not causing any problems. But after his radical wife Tessa is killed he becomes determined to find out why, thrusting himself into the middle of a very dangerous conspiracy.","['Ralph Fiennes', 'Rachel Weisz', 'Danny Huston']",['Fernando Meirelles']
1816,615,en,Released,The Passion of the Christ,['Drama'],"['christianity', 'jewry', 'romanempire', 'jesuschrist', 'suffering', 'apostle', 'lastsupper', 'roman', 'bible', 'mission', 'torture']","""The Passion of the Christ"" is a film about the last 12 hours in the life of Jesus. Director Mel Gibson received much criticism from critics and audiences for his explicit depiction of and focus on violence and on christs suffering, especially on the part of the jewish community. The films languages are Arabic, Latin and Hebrew and its actors are laymen which was controversially received as well.","['Jim Caviezel', 'Maia Morgenstern', 'Monica Bellucci']",['Mel Gibson']
1817,788,en,Released,Mrs. Doubtfire,"['Comedy', 'Drama', 'Family']","['sanfrancisco', 'parentskidsrelationship', 'restaurant', 'nanny', 'mask', 'custodybattle', 'fakeidentity']","Loving but irresponsible dad Daniel Hillard, estranged from his exasperated spouse, is crushed by a court order allowing only weekly visits with his kids. When Daniel learns his ex needs a housekeeper, he gets the job -- disguised as an English nanny. Soon he becomes not only his children's best pal but the kind of parent he should have been from the start.","['Robin Williams', 'Sally Field', 'Pierce Brosnan']",['Chris Columbus']
1818,380,en,Released,Rain Man,['Drama'],"['individual', 'mentallydisabled', 'autism', 'lossoffather', 'yuppie', 'cardealer', 'egocentrism', 'travel', 'convertible', 'psychiatrist', 'duringcreditsstinger', 'savant']",Selfish yuppie Charlie Babbitt's father left a fortune to his savant brother Raymond and a pittance to Charlie; they travel cross-country.,"['Dustin Hoffman', 'Tom Cruise', 'Valeria Golino']",['Barry Levinson']
1819,13223,en,Released,Gran Torino,['Drama'],"['rape', 'warveteran', 'immigration', 'priest', 'gang', 'oldman', 'teenager', 'gangster', 'detroit', 'widower', 'car', 'hmong']","Walt Kowalski is a widower who holds onto his prejudices despite the changes in his Michigan neighborhood and the world around him. Kowalski is a grumpy, tough-minded, unhappy old man who can't get along with either his kids or his neighbors. He is a Korean War veteran whose prize possession is a 1972 Gran Torino he keeps in mint condition. When his neighbor Thao, a young Hmong teenager under pressure from his gang member cousin, tries to steal his Gran Torino, Kowalski sets out to reform the youth. Drawn against his will into the life of Thao's family, Kowalski is soon taking steps to protect them from the gangs that infest their neighborhood.","['Clint Eastwood', 'Christopher Carley', 'Bee Vang']",['Clint Eastwood']
1820,10523,en,Released,W.,"['Drama', 'History']","['usa', 'whitehouse', 'usapresident', 'georgew.bush', 'president', 'iraqwar']","Whether you love him or hate him, there is no question that George W. Bush is one of the most controversial public figures in recent memory. W takes viewers through Bush’s eventful life -- his struggles and triumphs, how he found both his wife and his faith, and of course the critical days leading up to Bush’s decision to invade Iraq.","['Josh Brolin', 'Elizabeth Banks', 'Ellen Burstyn']",['Oliver Stone']
1821,8681,en,Released,Taken,"['Action', 'Thriller']","['paris', 'kidnapping', 'humantrafficking', 'rescue', 'prostitution', 'albanian', 'missingdaughter', 'exciaagent']","While vacationing with a friend in Paris, an American girl is kidnapped by a gang of human traffickers intent on selling her into forced prostitution. Working against the clock, her ex-spy father must pull out all the stops to save her. But with his best years possibly behind him, the job may be more than he can handle.","['Liam Neeson', 'Famke Janssen', 'Maggie Grace']",['Pierre Morel']
1822,239571,en,Released,The Best of Me,"['Drama', 'Romance']",['highschoolsweetheart'],A pair of former high school sweethearts reunite after many years when they return to visit their small hometown.,"['Michelle Monaghan', 'James Marsden', 'Liana Liberato']",['Michael Hoffman']
1823,619,en,Released,The Bodyguard,"['Thriller', 'Action', 'Drama', 'Music', 'Romance']","['sistersisterrelationship', 'anonymousletter', 'diva', 'bodyguard', 'oscaraward', 'losangeles']","A former Secret Service agent grudgingly takes an assignment to protect a pop idol who's threatened by a crazed fan. At first, the safety-obsessed bodyguard and the self-indulgent diva totally clash. But before long, all that tension sparks fireworks of another sort, and the love-averse tough guy is torn between duty and romance.","['Whitney Houston', 'Kevin Costner', 'Michele Lamar Richards']",['Mick Jackson']
1824,424,en,Released,Schindler's List,"['Drama', 'History', 'War']","['factory', 'concentrationcamp', 'hero', 'holocaust', 'worldwarii', 'nazis', 'defenseindustry', 'biography', 'theholocaust']",The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,"['Liam Neeson', 'Ben Kingsley', 'Ralph Fiennes']",['Steven Spielberg']
1825,50014,en,Released,The Help,['Drama'],"['mississippi', 'basedonnovel', 'exploitation', 'racialsegregation', 'racism', 'writer', 'maid', 'moralcourage', 'ressentiment', 'southernbelle', 'racialissues', '1960s', 'newspapercolumnist']","Aibileen Clark is a middle-aged African-American maid who has spent her life raising white children and has recently lost her only son; Minny Jackson is an African-American maid who has often offended her employers despite her family's struggles with money and her desperate need for jobs; and Eugenia ""Skeeter"" Phelan is a young white woman who has recently moved back home after graduating college to find out her childhood maid has mysteriously disappeared. These three stories intertwine to explain how life in Jackson, Mississippi revolves around ""the help""; yet they are always kept at a certain distance because of racial lines.","['Emma Stone', 'Viola Davis', 'Octavia Spencer']",['Tate Taylor']
1826,162903,en,Released,The Fifth Estate,"['Drama', 'Thriller']","['journalist', 'biography', 'internet', 'informationleak', 'activist']","A look at the relationship between WikiLeaks founder Julian Assange and his early supporter and eventual colleague Daniel Domscheit-Berg, and how the website's growth and influence led to an irreparable rift between the two friends.","['Benedict Cumberbatch', 'Daniel Brühl', 'Anthony Mackie']",['Bill Condon']
1827,11024,en,Released,Scooby-Doo 2: Monsters Unleashed,"['Mystery', 'Fantasy', 'Adventure', 'Comedy']","['detective', 'monster', 'engine', 'basedontvseries', 'dog']","When Mystery, Inc. are guests of honor at the grand opening of the Coolsville Museum of Criminology, a masked villain shows up and creates havoc before stealing the costumes of the gang's most notorious villains...Could it be that their nemesis, mad scientist Jonathan Jacobo has returned and is trying to recreate their deadliest foes?","['Freddie Prinze Jr.', 'Sarah Michelle Gellar', 'Matthew Lillard']",['Raja Gosnell']
1828,208763,ru,Released,Forbidden Kingdom,"['Thriller', 'Adventure', 'Mystery', 'Fantasy']","['monster', 'mystic', 'church', 'demon', 'witchcraft', 'science', 'darkfantasy', '3d']","Early 18th century. Cartographer Jonathan Green undertakes a scientific voyage from Europe to the East. Having passed through Transylvania and crossed the Carpathian Mountains, he finds himself in a small village lost in impassible woods. Nothing but chance and heavy fog could bring him to this cursed place. People who live here do not resemble any other people which the traveler saw before that. The villagers, having dug a deep moat to fend themselves from the rest of the world, share a naive belief that they could save themselves from evil, failing to understand that evil has made its nest in their souls and is waiting for an opportunity to gush out upon the world.","['Jason Flemyng', 'Aleksey Chadov', 'Agniya Ditkovskite']",['Oleg Stepchenko']
1829,6466,en,Released,Freddy vs. Jason,['Horror'],"['murder', 'marijuana', 'teenager', 'baddream']","Evil dream-demon Freddy Krueger devises a plan to manipulate the unstoppable Jason Vorhees into hacking up the teenagers of Elm Street in an effort to make people remember the name Freddy Krueger, thus freeing him from limbo.","['Robert Englund', 'Ken Kirzinger', 'Jason Ritter']",['Ronny Yu']
1830,254024,en,Released,The Face of an Angel,"['Thriller', 'Drama']",['murderinvestigation'],Both a journalist and a documentary filmmaker chase the story of a murder and its prime suspect.,"['Kate Beckinsale', 'Cara Delevingne', 'Daniel Brühl']",['Michael Winterbottom']
1831,12589,en,Released,Jimmy Neutron: Boy Genius,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'ScienceFiction']","['showdown', 'gi', 'villain', 'genius', 'alien', 'rescue', 'miniaturization', 'robot', 'battle', 'lasergun', 'spear', 'boygenius']","Jimmy Neutron is a boy genius and way ahead of his friends, but when it comes to being cool, he's a little behind. All until one day when his parents, and parents all over Earth are kidnapped by aliens, it's up to him to lead all the children of the world to rescue their parents.","['Debi Derryberry', 'Megan Cavanagh', 'Mark DeCarlo']",['John A. Davis']
1832,7191,en,Released,Cloverfield,"['Action', 'Thriller', 'ScienceFiction']","['helicopter', 'monster', 'skyscraper', 'fight', 'camcorder', 'panic', 'chaos', 'supernatural', 'quarantine', 'friends', 'alien', 'rescue', 'survival', 'disaster', 'escape', 'giantmonster', 'kaiju', 'military', 'foundfootage', 'aftercreditsstinger']","Five young New Yorkers throw their friend a going-away party the night that a monster the size of a skyscraper descends upon the city. Told from the point of view of their video camera, the film is a document of their attempt to survive the most surreal, horrifying event of their lives.","['Lizzy Caplan', 'Jessica Lucas', 'Odette Annable']",['Matt Reeves']
1833,1497,en,Released,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,"['ScienceFiction', 'Adventure', 'Action', 'Comedy', 'Family']","['crimefighter', 'fight', 'mutant', 'turtle', 'ninja', 'reporter', 'newyorkcity']","The Turtles and the Shredder battle once again, this time for the last cannister of the ooze that created the Turtles, which Shredder wants to create an army of new mutants.","['Paige Turco', 'David Warner', 'Michelan Sisti']",['Michael Pressman']
1834,117,en,Released,The Untouchables,"['Crime', 'Drama', 'History', 'Thriller']","['whitesuit', 'alcapone', 'toughcop', 'treasuryagent', 'untouchable', 'taxevasion', 'jurytampering', 'ruleoflaw', 'rooftopchase', 'cuttingfacewhileshaving', '1930s']","Young Treasury Agent Elliot Ness arrives in Chicago and is determined to take down Al Capone, but it's not going to be easy because Capone has the police in his pocket. Ness meets Jimmy Malone, a veteran patrolman and probably the most honorable one on the force. He asks Malone to help him get Capone, but Malone warns him that if he goes after Capone, he is going to war.","['Kevin Costner', 'Sean Connery', 'Charles Martin Smith']",['Brian De Palma']
1835,6977,en,Released,No Country for Old Men,"['Crime', 'Drama', 'Thriller']","['texas', 'drugtraffic', 'hitman', 'unitedstates–mexicobarrier', 'suspense']","Llewelyn Moss stumbles upon dead bodies, $2 million and a hoard of heroin in a Texas desert, but methodical killer Anton Chigurh comes looking for it, with local sheriff Ed Tom Bell hot on his trail. The roles of prey and predator blur as the violent pursuit of money and justice collide.","['Tommy Lee Jones', 'Javier Bardem', 'Josh Brolin']",['Joel Coen']
1836,168530,en,Released,Ride Along,"['Action', 'Comedy']","['policeoperation', 'policeofficer', 'brother-in-lawbrother-in-lawrelationship', 'duringcreditsstinger', 'blackmen']","For the past two years, high-school security guard Ben has been trying to show decorated APD detective James that he's more than just a video-game junkie who's unworthy of James' sister, Angela. When Ben finally gets accepted into the academy, he thinks he's earned the seasoned policeman's respect and asks for his blessing to marry Angela. Knowing that a ride along will demonstrate if Ben has what it takes to take care of his sister, James invites him on a shift designed to scare the hell out of the trainee. But when the wild night leads them to the most notorious criminal in the city, James will find that his new partner's rapid-fire mouth is just as dangerous as the bullets speeding at it.","['Ice Cube', 'Kevin Hart', 'John Leguizamo']",['Tim Story']
1837,634,en,Released,Bridget Jones's Diary,"['Comedy', 'Romance', 'Drama']","['holiday', 'londonengland', 'england', 'alcohol', 'sex', 'lovesickness', 'telecaster', 'birthday', 'christmasparty', 'newsbroadcast', 'sexualfrustration', 'diary', 'cigarette', 'daughter', 'motherdaughterrelationship', 'lawyer', 'reporter', 'extramaritalaffair', 'duringcreditsstinger', 'womandirector', 'christmas']","A chaotic Bridget Jones meets a snobbish lawyer, and he soon enters her world of imperfections.","['Renée Zellweger', 'Colin Firth', 'Hugh Grant']",['Sharon Maguire']
1838,392,en,Released,Chocolat,"['Comedy', 'Drama', 'Romance']","['chocolate', 'mayor', 'praline', 'single', 'motherdaughterrelationship']","A fable of emotional liberation and chocolate. A mother and daughter move to a small French town where they open a chocolate shop. The town, religious and morally strict, is against them as they represent free-thinking and indulgence. When a group of Boat Gypsies float down the river the prejudices of the Mayor leads to a crisis.","['Juliette Binoche', 'Alfred Molina', 'Johnny Depp']",['Lasse Hallström']
1839,10327,en,Released,"Legally Blonde 2: Red, White & Blonde",['Comedy'],"['washingtond.c.', 'boston', 'chambersofabarrister', 'tierversuch', 'lawyer']","After Elle Woods, the eternally perky, fashionably adventurous, famously blonde Harvard Law grad gets fired by her law firm because of her opposition to animal testing, she takes her fight to Washington. As an aide for Congresswoman Victoria Rudd, she pushes for a bill to ban testing once and for all, but it's her building's doorman who advises her on how to get her way on the Hill.","['Reese Witherspoon', 'Sally Field', 'Regina King']",['Charles Herman-Wurmfeld']
1840,88042,en,Released,Parental Guidance,['Comedy'],[],Artie and Diane agree to look after their three grandkids when their type-A helicopter parents need to leave town for work. Problems arise when the kids' 21st-century behavior collides with Artie and Diane's old-school methods.,"['Billy Crystal', 'Bette Midler', 'Marisa Tomei']",['Andy Fickman']
1841,41630,en,Released,No Strings Attached,"['Comedy', 'Romance']","['fathersonrelationship', 'casualmeeting', 'studentofmedicine', 'friends', 'valentine', 'malefemalerelationship', 'openrelationship', 'sexualhumor', 'bestfriend', 'casualsex', 'bestfriendsinlove', 'duringcreditsstinger', 'fling', 'fathersonconflict', 'friendswithbenefit']","Emma is a busy doctor who sets up a seemingly perfect arrangement when she offers her best friend Adam a relationship with one rule: No strings attached. But when a fling becomes a thing, can sex friends stay best friends?","['Natalie Portman', 'Ashton Kutcher', 'Kevin Kline']",['Ivan Reitman']
1842,11969,en,Released,Tombstone,"['Action', 'Adventure', 'Drama', 'History', 'Western']","['retirement', 'wyattearp', 'rightandjustice', 'historicalfigure']","Legendary marshal Wyatt Earp, now a weary gunfighter, joins his brothers Morgan and Virgil to pursue their collective fortune in the thriving mining town of Tombstone. But Earp is forced to don a badge again and get help from his notorious pal Doc Holliday when a gang of renegade brigands and rustlers begins terrorizing the town.","['Kurt Russell', 'Val Kilmer', 'Sam Elliott']",['George P. Cosmatos']
1843,2085,en,Released,Romeo Must Die,"['Action', 'Crime', 'Thriller']","['martialarts', 'hip-hop', 'oakland', 'asian', 'asianman', 'asianlead']","Two warring gang families (one African-American, the other Chinese) maneuver for bragging rights to the Oakland, California, docks. Hang SIng and Trish O'Day uncover a trail of deceit that leaves most of the warring factions dead … or worse!","['Jet Li', 'Aaliyah', 'Isaiah Washington']",['Andrzej Bartkowiak']
1844,794,en,Released,The Omen,"['Horror', 'Thriller']","['monk', 'prophecy', 'ambassador', 'nanny', 'rottweiler', ""devil'sson"", 'revelation', 'aggressionbyanimal', 'photography', 'paranormalphenomena', 'cowardliness', 'archaeologist']","Immediately after their miscarriage, the US diplomat Robert Thorn adopts the newborn Damien without the knowledge of his wife. Yet what he doesn’t know is that their new son is the son of the devil. A classic horror film with Gregory Peck from 1976.","['Gregory Peck', 'Lee Remick', 'David Warner']",['Richard Donner']
1845,9286,en,Released,Final Destination 3,"['Horror', 'Mystery']","['beheading', 'dyinganddeath', 'strokeoffate']","A student's premonition of a deadly rollercoaster ride saves her life and a lucky few, but not from death itself – which seeks out those who escaped their fate.","['Mary Elizabeth Winstead', 'Ryan Merriman', 'Kris Lemche']",['James Wong']
1846,77877,en,Released,The Lucky One,"['Drama', 'Romance']","['basedonnovel', 'wifehusbandrelationship', 'photo', 'kennel', 'playingchess', 'bombexplosion', 'iraqveteran']","U.S. Marine Sergeant Logan Thibault returns from his third tour of duty in Iraq, with the one thing he credits with keeping him alive-a photograph he found of a woman he doesn't even know. Learning her name is Beth and where she lives, he shows up at her door, and ends up taking a job at her family-run local kennel. Despite her initial mistrust and the complications in her life, a romance develops between them, giving Logan hope that Beth could be much more than his good luck charm.","['Zac Efron', 'Blythe Danner', 'Taylor Schilling']",['Scott Hicks']
1847,1265,en,Released,Bridge to Terabithia,"['Adventure', 'Drama', 'Family']","['brothersisterrelationship', 'friendship', 'bullying', 'neighbor', 'school', 'drawing', ""basedonchildren'sbook"", 'schoolbus', 'imagination', 'creek', 'clubhouse', 'realityvsfantasy', 'outsider', 'fantasyworld', 'overflowingwithimagination']","Jesse Aarons trained all summer to become the fastest runner in school, so he's very upset when newcomer Leslie Burke outruns him and everyone else. Despite this and other differences, including that she's rich, he's poor, and she's a city girl, he's a country boy, the two become fast friends. Together, they create Terabithia, a land of monsters, trolls, ogres, and giants and rule as king and queen.","['Josh Hutcherson', 'AnnaSophia Robb', 'Robert Patrick']",['Gábor Csupó']
1848,866,en,Released,Finding Neverland,['Drama'],"['londonengland', 'scotland', 'parentskidsrelationship', 'becominganadult', 'fantasy', 'motherrole', 'childhoodmemory', 'success', 'widow', 'theatreplay', 'strokeoffate', 'costume', 'peterpan', 'theatregroup', 'adventure', 'lossofhusband', 'marriagecrisis', 'theatremilieu', 'friendship', 'faith', 'single', 'motherdaughterrelationship', 'author', 'pirate', 'illness', 'spectacle', 'child']",Finding Neverland is an amusing drama about how the story of Peter Pan and Neverland came to be. During a writing slump play writer J.M. Barrie meets the widowed Sylvia and her three children who soon become an important part of Barrie’s life and the inspiration that lead him to create his masterpiece “Peter Pan.”,"['Johnny Depp', 'Kate Winslet', 'Julie Christie']",['Marc Forster']
1849,175555,en,Released,A Madea Christmas,"['Comedy', 'Drama']",['christmas'],Madea dispenses her unique form of holiday spirit on rural town when she's coaxed into helping a friend pay her daughter a surprise visit in the country for Christmas.,"['Tyler Perry', 'Anna Maria Horsford', 'Tika Sumpter']",['Tyler Perry']
1850,75174,en,Released,The Grey,"['Action', 'Drama', 'Thriller']","['alcohol', 'isolation', 'wolf', 'wilderness', 'forest', 'stranded', 'alaska', 'survival', 'airplanecrash', 'fear', 'howling', 'death', 'animalkilling', 'freezing', 'animalattack', 'campfire', 'malecamaraderie', 'guninmouth', 'aftercreditsstinger', 'barfight', 'eatenalive', 'eatenbyanimal']",An oil drilling team struggles to survive after a plane crash strands them in the wilds of Alaska. Hunting them is a pack of wolves that sees them as intruders.,"['Liam Neeson', 'Dermot Mulroney', 'Frank Grillo']",['Joe Carnahan']
1851,11096,en,Released,Hide and Seek,"['Horror', 'Mystery', 'Thriller']","['house', 'imaginaryfriend', 'suspense', 'lossofwife']","David Callaway tries to piece together his life in the wake of his wife's suicide and has been left to raise his nine-year-old daughter, Emily on his own. David is at first amused to discover that Emily has created an imaginary friend named 'Charlie', but it isn't long before 'Charlie' develops a sinister and violent side, and as David struggles with his daughter's growing emotional problems, he comes to the frightening realisation that 'Charlie' isn't just a figment of Emily's imagination.","['Robert De Niro', 'Dakota Fanning', 'Famke Janssen']",['John Polson']
1852,8699,en,Released,Anchorman: The Legend of Ron Burgundy,['Comedy'],"['journalism', 'sexism', 'ladder', 'panda', 'tvshowinfilm', 'mustache', 'misogynist', 'newsroom', 'teleprompter', 'gangwarfare', 'aftercreditsstinger', 'duringcreditsstinger', 'newsspoof']","It's the 1970s, and San Diego super-sexist anchorman Ron Burgundy is the top dog in local TV, but that's all about to change when ambitious reporter Veronica Corningstone arrives as a new employee at his station.","['Will Ferrell', 'Christina Applegate', 'Paul Rudd']",['Adam McKay']
1853,769,en,Released,GoodFellas,"['Drama', 'Crime']","['prison', 'basedonnovel', 'florida', '1970s', 'massmurder', 'irish-american', 'drugtraffic', 'biography', 'basedontruestory', 'murder', 'organizedcrime', 'gore', 'mafia', 'gangster', 'newyorkcity', 'extremeviolence', 'violence', 'brooklynnewyorkcity', 'crimeepic', 'tampa']","The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.","['Robert De Niro', 'Ray Liotta', 'Joe Pesci']",['Martin Scorsese']
1854,10923,en,Released,Agent Cody Banks,['Action'],"['spy', 'cia', 'killerrobot', 'delinquent', 'teenspy']","Recruited by the U.S. government to be a special agent, nerdy teenager Cody Banks must get closer to cute classmate Natalie in order to learn about an evil plan hatched by her father. But despite the agent persona, Cody struggles with teen angst.","['Frankie Muniz', 'Hilary Duff', 'Angie Harmon']",['Harald Zwart']
1855,11283,en,Released,Nanny McPhee,"['Fantasy', 'Comedy', 'Family']","['lossofmother', 'nanny', 'education', 'wizardry', 'children', 'singlefather']","Widower Cedric Brown (Colin Firth) hires Nanny McPhee (Emma Thompson) to care for his seven rambunctious children, who have chased away all previous nannies. Taunted by Simon (Thomas Sangster) and his siblings, Nanny McPhee uses mystical powers to instill discipline. And when the children's great-aunt and benefactor, Lady Adelaide Stitch (Angela Lansbury), threatens to separate the kids, the family pulls together under the guidance of Nanny McPhee.","['Emma Thompson', 'Colin Firth', 'Kelly Macdonald']",['Kirk Jones']
1856,111,en,Released,Scarface,"['Action', 'Crime', 'Drama', 'Thriller']","['miami', 'corruption', 'capitalism', 'cuba', 'prohibition', 'brothersisterrelationship', 'lossofsister', 'cocaine', 'cultfilm', 'bitterness']","After getting a green card in exchange for assassinating a Cuban government official, Tony Montana stakes a claim on the drug trade in Miami. Viciously murdering anyone who stands in his way, Tony eventually becomes the biggest drug lord in the state, controlling nearly all the cocaine that comes through Miami. But increased pressure from the police, wars with Colombian drug cartels and his own drug-fueled paranoia serve to fuel the flames of his eventual downfall.","['Al Pacino', 'Steven Bauer', 'Michelle Pfeiffer']",['Brian De Palma']
1857,11676,en,Released,Nothing to Lose,"['Action', 'Adventure', 'Comedy']","['rapmusic', 'infidelity', 'securitycamera', 'loss', 'crook', 'sociopath', 'revenge', 'artifact', 'fword', 'racism', 'criminal', 'ontheroad', 'desert', 'securityguard', 'shoplifting', 'screwball', 'recklessdriving', 'roadmovie', 'buddycomedy', 'unlikelyfriendship', 'carjacker', 'advertisingexecutive', 'suv', 'aftercreditsstinger']","Advertising executive Nick Beame learns that his wife is sleeping with his employer. In a state of despair, he encounters a bumbling thief whose attempted carjacking goes awry when Nick takes him on an involuntary joyride. Soon the betrayed businessman and the incompetent crook strike up a partnership and develop a robbery-revenge scheme. But it turns out that some other criminals in the area don't appreciate the competition.","['Tim Robbins', 'Martin Lawrence', 'John C. McGinley']",['Steve Oedekerk']
1858,746,en,Released,The Last Emperor,"['Drama', 'History']","['buddhism', 'japan', 'suicide', 'china', 'suicideattempt', 'warcrimes', 'becominganadult', 'isolation', 'warondrugs', 'revolution', 'emperor', 'arrangedmarriage', 'manchuria', 'dynasty', 'reeducationcamp', 'culturalrevolution', 'humanexperimentation', 'war', ""coupd'etat"", 'teacher', 'beijing', 'decadence', 'communism']","A dramatic history of Pu Yi, the last of the Emperors of China, from his lofty birth and brief reign in the Forbidden City, the object of worship by half a billion people; through his abdication, his decline and dissolute lifestyle; his exploitation by the invading Japanese, and finally to his obscure existence as just another peasant worker in the People's Republic.","['John Lone', ""Peter O'Toole"", 'Joan Chen']",['Bernardo Bertolucci']
1859,77866,en,Released,Contraband,"['Thriller', 'Action', 'Drama', 'Crime']","['headwound', 'criminal', 'securityguard', 'contraband']","When his brother-in-law runs afoul of a drug lord, family man Chris Farraday turns to a skill he abandoned long ago – smuggling – to repay the debt. But the job goes wrong, and Farraday finds himself wanted by cops, crooks and killers alike.","['Mark Wahlberg', 'Kate Beckinsale', 'Ben Foster']",['Baltasar Kormákur']
1860,9416,en,Released,Money Talks,"['Action', 'Adventure', 'Comedy']","['prison', 'diamant', 'liberationofprisoners', 'transportofprisoners', 'interview', 'arrest']","Money Talks is a 1997 American comedy film directed by Brett Ratner. Sought by police and criminals, a small-time huckster makes a deal with a TV newsman for protection.","['Chris Tucker', 'Charlie Sheen', 'Heather Locklear']",['Brett Ratner']
